item,size,category,quantity,net_sales,gross_sales,cost,net_margin,gross_margin
Two Petite Filets,,FOOD,2,110,110,,,
Unsweetened Ice Tea,,BEVERAGES,854,2412.04,2476.6,375.76,2036.28,2100.84
Vanilla Vodka,Martini,LIQUOR,131,1289.07,1513,,,
Vanilla Vodka,Mix,LIQUOR,3,21,23,,,
Vanilla Vodka,Manhattan,LIQUOR,1,11,11,,,
Vanilla Vodka,Mug Dbl,LIQUOR,14,93.63,98,,,
Vanilla Vodka,RX,LIQUOR,1,10,10,,,
Vegetable Platter,,BANQUETS,3,129.46,135,,,
Vegetable Platter,,BANQUETS,2,74.43,84,,,
Vegetable Stir Fry,,FOOD,249,5031.74,5165,642.42,4389.32,4522.58
Virgin Bloody,,LIQUOR,2,9.5,10,,,
Virgin Pina Colada,,LIQUOR,2,8.97,10,,,
Watermelon Margarita,,LIQUOR,85,886.47,935,,,
Wedge Salad,,FOOD,302,4812.08,5033,655.34,4156.74,4377.66
Well Bourbon,Manhattan,LIQUOR,30,253.4,270,,,
Well Bourbon,RX,LIQUOR,32,244.39,272,,,
Well Bourbon,Mix,LIQUOR,12,65.5,79,,,
Well Bourbon,DBL,LIQUOR,1,6.5,7.5,,,
Well Brandy,Mix,LIQUOR,2,10.24,12,,,
Well Brandy,RX,LIQUOR,2,14,14,,,
Well Gin,Martini,LIQUOR,13,106.5,122.5,,,
Well Gin,Mix,LIQUOR,49,225.66,307.25,,,
Well Gin,DBL,LIQUOR,6,45,45,,,
Well Gin,RX,LIQUOR,1,10.5,10.5,,,
Well Rum,Mix,LIQUOR,55,346.5,391.25,,,
Well Rum,DBL,LIQUOR,4,26.29,30,,,
Well Scotch,RX,LIQUOR,12,174.92,180,,,
Well Scotch,Manhattan,LIQUOR,2,31,33,,,
Well Scotch,Mix,LIQUOR,3,22.91,24.75,,,
Well Tequila,Mix,LIQUOR,217,1305.14,1658.75,,,
Well Tequila,Shot,LIQUOR,7,33,38.5,,,
Well Tequila,Mug Dbl,LIQUOR,6,47.5,47.5,,,
Well Tequila,DBL,LIQUOR,8,70,70,,,
Well Vodka,Mix,LIQUOR,225,1249.14,1484.33,,,
Well Vodka,RX,LIQUOR,8,69.7,72,,,
Well Vodka,Martini,LIQUOR,95,829.67,931,,,
Well Vodka,Mug Dbl,LIQUOR,13,85.07,89.25,,,
Well Vodka,DBL,LIQUOR,26,184.94,195,,,
Well Whiskey,Mix,LIQUOR,14,75.25,87.5,,,
Well Whiskey,Manhattan,LIQUOR,5,43.11,45,,,
Well Whiskey,DBL,LIQUOR,1,7.5,7.5,,,
Well Whiskey,RX,LIQUOR,2,17,17,,,
White Linen,,LIQUOR,183,1592.45,1647,,,
Windsor,RX,LIQUOR,1,10.5,10.5,1.92,8.58,8.58
Wine Flight,,GLASS WINE,6,72,72,,,
Woodford Reserve,RX,LIQUOR,37,741.04,777.5,,,
Woodford Reserve,DBL,LIQUOR,10,140.34,150,,,
Woodford Reserve,Mix,LIQUOR,8,104,104,,,
Woodford Reserve,Shot,LIQUOR,2,20,20,,,
Woodford Reserve,Manhattan,LIQUOR,14,308,309,,,
Zucchini Fries,,FOOD,109,738.43,763,119.9,618.53,643.1
limoncello,,LIQUOR,17,111,119,,,
Total,,,38360,481174.56,518345.53,59020.55,,
